Date,Right Ascension 
2075-Nov-17,11 07 54.71
2075-Nov-18,11 12 09.44
2075-Nov-19,11 16 23.52
2075-Nov-20,11 20 36.93
2075-Nov-21,11 24 49.70
2075-Nov-22,11 29 01.83
2075-Nov-23,11 33 13.31
2075-Nov-24,11 37 24.15
2075-Nov-25,11 41 34.36
2075-Nov-26,11 45 43.94
2075-Nov-27,11 49 52.89
2075-Nov-28,11 54 01.22
2075-Nov-29,11 58 08.93
2075-Nov-30,12 02 16.02
2075-Dec-01,12 06 22.50
2075-Dec-02,12 10 28.38
2075-Dec-03,12 14 33.65
2075-Dec-04,12 18 38.31
2075-Dec-05,12 22 42.39
2075-Dec-06,12 26 45.86
2075-Dec-07,12 30 48.75
2075-Dec-08,12 34 51.05
2075-Dec-09,12 38 52.77
2075-Dec-10,12 42 53.92
2075-Dec-11,12 46 54.49
2075-Dec-12,12 50 54.52
2075-Dec-13,12 54 53.99
2075-Dec-14,12 58 52.93
2075-Dec-15,13 02 51.35
2075-Dec-16,13 06 49.25
2075-Dec-17,13 10 46.66
2075-Dec-18,13 14 43.58
2075-Dec-19,13 18 40.01
2075-Dec-20,13 22 35.98
2075-Dec-21,13 26 31.49
2075-Dec-22,13 30 26.54
2075-Dec-23,13 34 21.15
2075-Dec-24,13 38 15.31
2075-Dec-25,13 42 09.03
2075-Dec-26,13 46 02.32
2075-Dec-27,13 49 55.18
2075-Dec-28,13 53 47.59
2075-Dec-29,13 57 39.58
2075-Dec-30,14 01 31.13
2075-Dec-31,14 05 22.24
2076-Jan-01,14 09 12.91
2076-Jan-02,14 13 03.13
2076-Jan-03,14 16 52.89
2076-Jan-04,14 20 42.19
2076-Jan-05,14 24 31.02
2076-Jan-06,14 28 19.37
2076-Jan-07,14 32 07.23
2076-Jan-08,14 35 54.59
2076-Jan-09,14 39 41.45
2076-Jan-10,14 43 27.80
2076-Jan-11,14 47 13.63
2076-Jan-12,14 50 58.94
2076-Jan-13,14 54 43.73
2076-Jan-14,14 58 27.99
2076-Jan-15,15 02 11.72
2076-Jan-16,15 05 54.90
2076-Jan-17,15 09 37.54
2076-Jan-18,15 13 19.62
2076-Jan-19,15 17 01.14
2076-Jan-20,15 20 42.08
2076-Jan-21,15 24 22.44
2076-Jan-22,15 28 02.20
2076-Jan-23,15 31 41.35
2076-Jan-24,15 35 19.88
2076-Jan-25,15 38 57.76
2076-Jan-26,15 42 34.99
2076-Jan-27,15 46 11.56
2076-Jan-28,15 49 47.43
2076-Jan-29,15 53 22.59
2076-Jan-30,15 56 57.02
2076-Jan-31,16 00 30.70
2076-Feb-01,16 04 03.60
2076-Feb-02,16 07 35.71
2076-Feb-03,16 11 06.99
2076-Feb-04,16 14 37.43
2076-Feb-05,16 18 07.00
2076-Feb-06,16 21 35.68
2076-Feb-07,16 25 03.45
2076-Feb-08,16 28 30.30
2076-Feb-09,16 31 56.19
2076-Feb-10,16 35 21.13
2076-Feb-11,16 38 45.09
2076-Feb-12,16 42 08.05
2076-Feb-13,16 45 30.02
2076-Feb-14,16 48 50.96
2076-Feb-15,16 52 10.86
2076-Feb-16,16 55 29.72
2076-Feb-17,16 58 47.50
2076-Feb-18,17 02 04.21
2076-Feb-19,17 05 19.81
2076-Feb-20,17 08 34.30
2076-Feb-21,17 11 47.66
2076-Feb-22,17 14 59.87
2076-Feb-23,17 18 10.91
2076-Feb-24,17 21 20.76
2076-Feb-25,17 24 29.41
2076-Feb-26,17 27 36.83
2076-Feb-27,17 30 43.00
2076-Feb-28,17 33 47.90
2076-Feb-29,17 36 51.51
2076-Mar-01,17 39 53.80
2076-Mar-02,17 42 54.76
2076-Mar-03,17 45 54.34
2076-Mar-04,17 48 52.54
2076-Mar-05,17 51 49.33
2076-Mar-06,17 54 44.69
2076-Mar-07,17 57 38.60
2076-Mar-08,18 00 31.04
2076-Mar-09,18 03 22.01
2076-Mar-10,18 06 11.48
2076-Mar-11,18 08 59.45
2076-Mar-12,18 11 45.91
2076-Mar-13,18 14 30.83
2076-Mar-14,18 17 14.21
2076-Mar-15,18 19 56.04
2076-Mar-16,18 22 36.31
2076-Mar-17,18 25 14.99
2076-Mar-18,18 27 52.09
2076-Mar-19,18 30 27.58
2076-Mar-20,18 33 01.45
2076-Mar-21,18 35 33.69
2076-Mar-22,18 38 04.29
2076-Mar-23,18 40 33.22
2076-Mar-24,18 43 00.47
2076-Mar-25,18 45 26.02
2076-Mar-26,18 47 49.84
2076-Mar-27,18 50 11.93
2076-Mar-28,18 52 32.25
2076-Mar-29,18 54 50.77
2076-Mar-30,18 57 07.48
2076-Mar-31,18 59 22.35
2076-Apr-01,19 01 35.36
2076-Apr-02,19 03 46.47
2076-Apr-03,19 05 55.66
2076-Apr-04,19 08 02.92
2076-Apr-05,19 10 08.21
2076-Apr-06,19 12 11.53
2076-Apr-07,19 14 12.84
2076-Apr-08,19 16 12.14
2076-Apr-09,19 18 09.41
2076-Apr-10,19 20 04.62
2076-Apr-11,19 21 57.76
2076-Apr-12,19 23 48.80
2076-Apr-13,19 25 37.73
2076-Apr-14,19 27 24.53
2076-Apr-15,19 29 09.17
2076-Apr-16,19 30 51.64
2076-Apr-17,19 32 31.90
2076-Apr-18,19 34 09.93
2076-Apr-19,19 35 45.71
2076-Apr-20,19 37 19.20
2076-Apr-21,19 38 50.38
2076-Apr-22,19 40 19.20
2076-Apr-23,19 41 45.64
2076-Apr-24,19 43 09.65
2076-Apr-25,19 44 31.20
2076-Apr-26,19 45 50.23
2076-Apr-27,19 47 06.71
2076-Apr-28,19 48 20.58
2076-Apr-29,19 49 31.81
2076-Apr-30,19 50 40.34
2076-May-01,19 51 46.13
2076-May-02,19 52 49.14
2076-May-03,19 53 49.32
2076-May-04,19 54 46.63
2076-May-05,19 55 41.03
2076-May-06,19 56 32.47
2076-May-07,19 57 20.92
2076-May-08,19 58 06.33
2076-May-09,19 58 48.67
2076-May-10,19 59 27.88
2076-May-11,20 00 03.93
2076-May-12,20 00 36.78
2076-May-13,20 01 06.37
2076-May-14,20 01 32.68
2076-May-15,20 01 55.64
2076-May-16,20 02 15.21
2076-May-17,20 02 31.36
2076-May-18,20 02 44.02
2076-May-19,20 02 53.16
2076-May-20,20 02 58.71
2076-May-21,20 03 00.63
2076-May-22,20 02 58.87
2076-May-23,20 02 53.36
2076-May-24,20 02 44.05
2076-May-25,20 02 30.90
2076-May-26,20 02 13.84
2076-May-27,20 01 52.85
2076-May-28,20 01 27.87
2076-May-29,20 00 58.87
2076-May-30,20 00 25.83
2076-May-31,19 59 48.72
2076-Jun-01,19 59 07.52
2076-Jun-02,19 58 22.24
2076-Jun-03,19 57 32.86
2076-Jun-04,19 56 39.39
2076-Jun-05,19 55 41.85
2076-Jun-06,19 54 40.26
2076-Jun-07,19 53 34.66
2076-Jun-08,19 52 25.06
2076-Jun-09,19 51 11.54
2076-Jun-10,19 49 54.13
2076-Jun-11,19 48 32.90
2076-Jun-12,19 47 07.92
2076-Jun-13,19 45 39.28
2076-Jun-14,19 44 07.07
2076-Jun-15,19 42 31.38
2076-Jun-16,19 40 52.31
2076-Jun-17,19 39 10.00
2076-Jun-18,19 37 24.54
2076-Jun-19,19 35 36.09
2076-Jun-20,19 33 44.77
2076-Jun-21,19 31 50.74
2076-Jun-22,19 29 54.17
2076-Jun-23,19 27 55.22
2076-Jun-24,19 25 54.08
2076-Jun-25,19 23 50.97
2076-Jun-26,19 21 46.08
2076-Jun-27,19 19 39.64
2076-Jun-28,19 17 31.89
2076-Jun-29,19 15 23.06
2076-Jun-30,19 13 13.40
2076-Jul-01,19 11 03.15
2076-Jul-02,19 08 52.58
2076-Jul-03,19 06 41.92
2076-Jul-04,19 04 31.44
2076-Jul-05,19 02 21.39
2076-Jul-06,19 00 12.01
2076-Jul-07,18 58 03.55
2076-Jul-08,18 55 56.23
2076-Jul-09,18 53 50.29
2076-Jul-10,18 51 45.96
2076-Jul-11,18 49 43.43
2076-Jul-12,18 47 42.91
2076-Jul-13,18 45 44.58
2076-Jul-14,18 43 48.62
2076-Jul-15,18 41 55.19
2076-Jul-16,18 40 04.44
2076-Jul-17,18 38 16.50
2076-Jul-18,18 36 31.51
2076-Jul-19,18 34 49.58
2076-Jul-20,18 33 10.81
2076-Jul-21,18 31 35.32
2076-Jul-22,18 30 03.18
2076-Jul-23,18 28 34.50
2076-Jul-24,18 27 09.34
2076-Jul-25,18 25 47.77
2076-Jul-26,18 24 29.86
2076-Jul-27,18 23 15.65
2076-Jul-28,18 22 05.18
2076-Jul-29,18 20 58.50
2076-Jul-30,18 19 55.61
2076-Jul-31,18 18 56.54
2076-Aug-01,18 18 01.29
2076-Aug-02,18 17 09.87
2076-Aug-03,18 16 22.25
2076-Aug-04,18 15 38.44
2076-Aug-05,18 14 58.39
2076-Aug-06,18 14 22.10
2076-Aug-07,18 13 49.51
2076-Aug-08,18 13 20.60
2076-Aug-09,18 12 55.32
2076-Aug-10,18 12 33.61
2076-Aug-11,18 12 15.43
2076-Aug-12,18 12 00.72
2076-Aug-13,18 11 49.43
2076-Aug-14,18 11 41.48
2076-Aug-15,18 11 36.82
2076-Aug-16,18 11 35.39
2076-Aug-17,18 11 37.12
2076-Aug-18,18 11 41.97
2076-Aug-19,18 11 49.88
2076-Aug-20,18 12 00.80
2076-Aug-21,18 12 14.66
2076-Aug-22,18 12 31.43
2076-Aug-23,18 12 51.04
2076-Aug-24,18 13 13.46
2076-Aug-25,18 13 38.62
2076-Aug-26,18 14 06.48
2076-Aug-27,18 14 36.99
2076-Aug-28,18 15 10.08
2076-Aug-29,18 15 45.72
2076-Aug-30,18 16 23.85
2076-Aug-31,18 17 04.42
2076-Sep-01,18 17 47.38
2076-Sep-02,18 18 32.67
2076-Sep-03,18 19 20.25
2076-Sep-04,18 20 10.06
2076-Sep-05,18 21 02.04
2076-Sep-06,18 21 56.16
2076-Sep-07,18 22 52.35
2076-Sep-08,18 23 50.57
2076-Sep-09,18 24 50.76
2076-Sep-10,18 25 52.88
2076-Sep-11,18 26 56.87
2076-Sep-12,18 28 02.68
2076-Sep-13,18 29 10.28
2076-Sep-14,18 30 19.62
2076-Sep-15,18 31 30.65
2076-Sep-16,18 32 43.35
2076-Sep-17,18 33 57.67
2076-Sep-18,18 35 13.59
2076-Sep-19,18 36 31.06
2076-Sep-20,18 37 50.07
2076-Sep-21,18 39 10.58
2076-Sep-22,18 40 32.56
2076-Sep-23,18 41 55.98
2076-Sep-24,18 43 20.81
2076-Sep-25,18 44 47.03
2076-Sep-26,18 46 14.59
2076-Sep-27,18 47 43.49
2076-Sep-28,18 49 13.68
2076-Sep-29,18 50 45.15
2076-Sep-30,18 52 17.85
2076-Oct-01,18 53 51.77
2076-Oct-02,18 55 26.87
2076-Oct-03,18 57 03.13
2076-Oct-04,18 58 40.52
2076-Oct-05,19 00 19.00
2076-Oct-06,19 01 58.56
2076-Oct-07,19 03 39.16
2076-Oct-08,19 05 20.78
2076-Oct-09,19 07 03.38
2076-Oct-10,19 08 46.94
2076-Oct-11,19 10 31.44
2076-Oct-12,19 12 16.86
2076-Oct-13,19 14 03.16
2076-Oct-14,19 15 50.34
2076-Oct-15,19 17 38.38
2076-Oct-16,19 19 27.25
2076-Oct-17,19 21 16.95
2076-Oct-18,19 23 07.46
2076-Oct-19,19 24 58.75
2076-Oct-20,19 26 50.83
2076-Oct-21,19 28 43.67
2076-Oct-22,19 30 37.25
2076-Oct-23,19 32 31.58
2076-Oct-24,19 34 26.62
2076-Oct-25,19 36 22.37
2076-Oct-26,19 38 18.81
2076-Oct-27,19 40 15.92
2076-Oct-28,19 42 13.70
2076-Oct-29,19 44 12.12
2076-Oct-30,19 46 11.18
2076-Oct-31,19 48 10.85
2076-Nov-01,19 50 11.12
2076-Nov-02,19 52 11.98
2076-Nov-03,19 54 13.40
2076-Nov-04,19 56 15.38
2076-Nov-05,19 58 17.89
2076-Nov-06,20 00 20.92
2076-Nov-07,20 02 24.45
2076-Nov-08,20 04 28.48
2076-Nov-09,20 06 32.98
2076-Nov-10,20 08 37.96
2076-Nov-11,20 10 43.38
2076-Nov-12,20 12 49.26
2076-Nov-13,20 14 55.58
2076-Nov-14,20 17 02.32
2076-Nov-15,20 19 09.50
2076-Nov-16,20 21 17.09
2076-Nov-17,20 23 25.09
2076-Nov-18,20 25 33.50
2076-Nov-19,20 27 42.30
2076-Nov-20,20 29 51.50
2076-Nov-21,20 32 01.08
2076-Nov-22,20 34 11.04
2076-Nov-23,20 36 21.38
2076-Nov-24,20 38 32.08
2076-Nov-25,20 40 43.14
2076-Nov-26,20 42 54.56
2076-Nov-27,20 45 06.32
2076-Nov-28,20 47 18.42
2076-Nov-29,20 49 30.84
2076-Nov-30,20 51 43.59
2076-Dec-01,20 53 56.65
2076-Dec-02,20 56 10.02
2076-Dec-03,20 58 23.68
2076-Dec-04,21 00 37.63
2076-Dec-05,21 02 51.86
2076-Dec-06,21 05 06.36
2076-Dec-07,21 07 21.13
2076-Dec-08,21 09 36.16
2076-Dec-09,21 11 51.46
2076-Dec-10,21 14 07.01
2076-Dec-11,21 16 22.81
2076-Dec-12,21 18 38.87
2076-Dec-13,21 20 55.18
2076-Dec-14,21 23 11.74
2076-Dec-15,21 25 28.55
2076-Dec-16,21 27 45.61
2076-Dec-17,21 30 02.92
2076-Dec-18,21 32 20.48
2076-Dec-19,21 34 38.29
2076-Dec-20,21 36 56.34
2076-Dec-21,21 39 14.65
2076-Dec-22,21 41 33.20
2076-Dec-23,21 43 52.01
2076-Dec-24,21 46 11.06
2076-Dec-25,21 48 30.36
2076-Dec-26,21 50 49.90
2076-Dec-27,21 53 09.69
2076-Dec-28,21 55 29.73
2076-Dec-29,21 57 50.00
2076-Dec-30,22 00 10.52
2076-Dec-31,22 02 31.27
2077-Jan-01,22 04 52.25
2077-Jan-02,22 07 13.47
2077-Jan-03,22 09 34.93
2077-Jan-04,22 11 56.62
2077-Jan-05,22 14 18.54
2077-Jan-06,22 16 40.70
2077-Jan-07,22 19 03.10
2077-Jan-08,22 21 25.74
2077-Jan-09,22 23 48.63
2077-Jan-10,22 26 11.77
2077-Jan-11,22 28 35.17
2077-Jan-12,22 30 58.82
2077-Jan-13,22 33 22.74
2077-Jan-14,22 35 46.94
2077-Jan-15,22 38 11.40
2077-Jan-16,22 40 36.15
2077-Jan-17,22 43 01.19
2077-Jan-18,22 45 26.52
2077-Jan-19,22 47 52.15
2077-Jan-20,22 50 18.08
2077-Jan-21,22 52 44.32
2077-Jan-22,22 55 10.88
2077-Jan-23,22 57 37.76
2077-Jan-24,23 00 04.97
2077-Jan-25,23 02 32.50
2077-Jan-26,23 05 00.37
2077-Jan-27,23 07 28.58
2077-Jan-28,23 09 57.13
2077-Jan-29,23 12 26.03
2077-Jan-30,23 14 55.27
2077-Jan-31,23 17 24.87
2077-Feb-01,23 19 54.84
2077-Feb-02,23 22 25.17
2077-Feb-03,23 24 55.87
2077-Feb-04,23 27 26.96
2077-Feb-05,23 29 58.45
2077-Feb-06,23 32 30.33
2077-Feb-07,23 35 02.62
2077-Feb-08,23 37 35.33
2077-Feb-09,23 40 08.47
2077-Feb-10,23 42 42.06
2077-Feb-11,23 45 16.09
2077-Feb-12,23 47 50.58
2077-Feb-13,23 50 25.55
2077-Feb-14,23 53 01.00
2077-Feb-15,23 55 36.95
2077-Feb-16,23 58 13.41
2077-Feb-17,00 00 50.38
2077-Feb-18,00 03 27.88
2077-Feb-19,00 06 05.93
2077-Feb-20,00 08 44.52
2077-Feb-21,00 11 23.69
2077-Feb-22,00 14 03.42
2077-Feb-23,00 16 43.74
2077-Feb-24,00 19 24.65
2077-Feb-25,00 22 06.17
2077-Feb-26,00 24 48.30
2077-Feb-27,00 27 31.05
2077-Feb-28,00 30 14.43
2077-Mar-01,00 32 58.46
2077-Mar-02,00 35 43.14
2077-Mar-03,00 38 28.49
2077-Mar-04,00 41 14.52
2077-Mar-05,00 44 01.24
2077-Mar-06,00 46 48.67
2077-Mar-07,00 49 36.82
2077-Mar-08,00 52 25.70
2077-Mar-09,00 55 15.34
2077-Mar-10,00 58 05.74
2077-Mar-11,01 00 56.92
2077-Mar-12,01 03 48.90
2077-Mar-13,01 06 41.68
2077-Mar-14,01 09 35.30
2077-Mar-15,01 12 29.76
2077-Mar-16,01 15 25.08
2077-Mar-17,01 18 21.28
2077-Mar-18,01 21 18.36
2077-Mar-19,01 24 16.36
2077-Mar-20,01 27 15.28
2077-Mar-21,01 30 15.13
2077-Mar-22,01 33 15.94
2077-Mar-23,01 36 17.72
2077-Mar-24,01 39 20.48
2077-Mar-25,01 42 24.23
2077-Mar-26,01 45 28.98
2077-Mar-27,01 48 34.76
2077-Mar-28,01 51 41.57
2077-Mar-29,01 54 49.41
2077-Mar-30,01 57 58.32
2077-Mar-31,02 01 08.29
2077-Apr-01,02 04 19.35
2077-Apr-02,02 07 31.51
2077-Apr-03,02 10 44.77
2077-Apr-04,02 13 59.17
2077-Apr-05,02 17 14.70
2077-Apr-06,02 20 31.38
2077-Apr-07,02 23 49.24
2077-Apr-08,02 27 08.27
2077-Apr-09,02 30 28.50
2077-Apr-10,02 33 49.94
2077-Apr-11,02 37 12.60
2077-Apr-12,02 40 36.50
2077-Apr-13,02 44 01.65
2077-Apr-14,02 47 28.06
2077-Apr-15,02 50 55.74
2077-Apr-16,02 54 24.71
2077-Apr-17,02 57 54.97
2077-Apr-18,03 01 26.53
2077-Apr-19,03 04 59.41
2077-Apr-20,03 08 33.61
2077-Apr-21,03 12 09.13
2077-Apr-22,03 15 45.98
2077-Apr-23,03 19 24.16
2077-Apr-24,03 23 03.67
2077-Apr-25,03 26 44.52
2077-Apr-26,03 30 26.70
2077-Apr-27,03 34 10.22
2077-Apr-28,03 37 55.07
2077-Apr-29,03 41 41.24
2077-Apr-30,03 45 28.75
2077-May-01,03 49 17.58
2077-May-02,03 53 07.72
2077-May-03,03 56 59.19
2077-May-04,04 00 51.96
2077-May-05,04 04 46.03
2077-May-06,04 08 41.40
2077-May-07,04 12 38.05
2077-May-08,04 16 35.98
2077-May-09,04 20 35.18
2077-May-10,04 24 35.62
2077-May-11,04 28 37.31
2077-May-12,04 32 40.22
2077-May-13,04 36 44.35
2077-May-14,04 40 49.66
2077-May-15,04 44 56.15
2077-May-16,04 49 03.80
2077-May-17,04 53 12.57
2077-May-18,04 57 22.45
2077-May-19,05 01 33.42
2077-May-20,05 05 45.43
2077-May-21,05 09 58.46
2077-May-22,05 14 12.49
2077-May-23,05 18 27.46
2077-May-24,05 22 43.36
2077-May-25,05 27 00.14
2077-May-26,05 31 17.76
2077-May-27,05 35 36.19
2077-May-28,05 39 55.38
2077-May-29,05 44 15.31
2077-May-30,05 48 35.91
2077-May-31,05 52 57.17
2077-Jun-01,05 57 19.02
2077-Jun-02,06 01 41.44
2077-Jun-03,06 06 04.37
2077-Jun-04,06 10 27.78
2077-Jun-05,06 14 51.62
2077-Jun-06,06 19 15.85
2077-Jun-07,06 23 40.43
2077-Jun-08,06 28 05.30
2077-Jun-09,06 32 30.43
2077-Jun-10,06 36 55.78
2077-Jun-11,06 41 21.30
2077-Jun-12,06 45 46.95
2077-Jun-13,06 50 12.68
2077-Jun-14,06 54 38.45
2077-Jun-15,06 59 04.22
2077-Jun-16,07 03 29.94
2077-Jun-17,07 07 55.57
2077-Jun-18,07 12 21.06
2077-Jun-19,07 16 46.37
2077-Jun-20,07 21 11.45
2077-Jun-21,07 25 36.26
2077-Jun-22,07 30 00.76
2077-Jun-23,07 34 24.90
2077-Jun-24,07 38 48.64
2077-Jun-25,07 43 11.94
2077-Jun-26,07 47 34.77
2077-Jun-27,07 51 57.08
2077-Jun-28,07 56 18.85
2077-Jun-29,08 00 40.03
2077-Jun-30,08 05 00.59
2077-Jul-01,08 09 20.51
2077-Jul-02,08 13 39.75
2077-Jul-03,08 17 58.29
2077-Jul-04,08 22 16.09
2077-Jul-05,08 26 33.14
2077-Jul-06,08 30 49.42
2077-Jul-07,08 35 04.89
2077-Jul-08,08 39 19.56
2077-Jul-09,08 43 33.39
2077-Jul-10,08 47 46.37
2077-Jul-11,08 51 58.48
2077-Jul-12,08 56 09.73
2077-Jul-13,09 00 20.08
2077-Jul-14,09 04 29.53
2077-Jul-15,09 08 38.08
2077-Jul-16,09 12 45.70
2077-Jul-17,09 16 52.38
2077-Jul-18,09 20 58.13
2077-Jul-19,09 25 02.92
2077-Jul-20,09 29 06.76
2077-Jul-21,09 33 09.64
2077-Jul-22,09 37 11.55
2077-Jul-23,09 41 12.49
2077-Jul-24,09 45 12.45
2077-Jul-25,09 49 11.44
2077-Jul-26,09 53 09.46
2077-Jul-27,09 57 06.50
2077-Jul-28,10 01 02.56
2077-Jul-29,10 04 57.66
2077-Jul-30,10 08 51.79
2077-Jul-31,10 12 44.96
2077-Aug-01,10 16 37.17
2077-Aug-02,10 20 28.44
2077-Aug-03,10 24 18.77
2077-Aug-04,10 28 08.17
2077-Aug-05,10 31 56.65
2077-Aug-06,10 35 44.23
2077-Aug-07,10 39 30.91
2077-Aug-08,10 43 16.71
2077-Aug-09,10 47 01.64
2077-Aug-10,10 50 45.71
2077-Aug-11,10 54 28.95
2077-Aug-12,10 58 11.35
2077-Aug-13,11 01 52.94
2077-Aug-14,11 05 33.73
2077-Aug-15,11 09 13.72
2077-Aug-16,11 12 52.93
2077-Aug-17,11 16 31.38
2077-Aug-18,11 20 09.07
2077-Aug-19,11 23 46.01
2077-Aug-20,11 27 22.23
2077-Aug-21,11 30 57.72
2077-Aug-22,11 34 32.51
2077-Aug-23,11 38 06.61
2077-Aug-24,11 41 40.03
2077-Aug-25,11 45 12.78
2077-Aug-26,11 48 44.87
2077-Aug-27,11 52 16.32
2077-Aug-28,11 55 47.15
2077-Aug-29,11 59 17.36
2077-Aug-30,12 02 46.97
2077-Aug-31,12 06 16.00
2077-Sep-01,12 09 44.45
2077-Sep-02,12 13 12.35
2077-Sep-03,12 16 39.70
2077-Sep-04,12 20 06.54
2077-Sep-05,12 23 32.86
2077-Sep-06,12 26 58.69
2077-Sep-07,12 30 24.05
2077-Sep-08,12 33 48.95
2077-Sep-09,12 37 13.39
2077-Sep-10,12 40 37.41
2077-Sep-11,12 44 01.00
2077-Sep-12,12 47 24.19
2077-Sep-13,12 50 46.98
2077-Sep-14,12 54 09.39
2077-Sep-15,12 57 31.42
2077-Sep-16,13 00 53.10
2077-Sep-17,13 04 14.42
2077-Sep-18,13 07 35.39
2077-Sep-19,13 10 56.04
2077-Sep-20,13 14 16.36
2077-Sep-21,13 17 36.36
2077-Sep-22,13 20 56.07
2077-Sep-23,13 24 15.47
2077-Sep-24,13 27 34.58
2077-Sep-25,13 30 53.42
2077-Sep-26,13 34 11.98
2077-Sep-27,13 37 30.28
2077-Sep-28,13 40 48.32
2077-Sep-29,13 44 06.11
2077-Sep-30,13 47 23.67
2077-Oct-01,13 50 40.99
2077-Oct-02,13 53 58.09
2077-Oct-03,13 57 14.98
2077-Oct-04,14 00 31.67
2077-Oct-05,14 03 48.16
2077-Oct-06,14 07 04.47
2077-Oct-07,14 10 20.60
2077-Oct-08,14 13 36.56
2077-Oct-09,14 16 52.35
2077-Oct-10,14 20 07.99
2077-Oct-11,14 23 23.47
2077-Oct-12,14 26 38.81
2077-Oct-13,14 29 54.00
2077-Oct-14,14 33 09.04
2077-Oct-15,14 36 23.95
2077-Oct-16,14 39 38.72
2077-Oct-17,14 42 53.35
2077-Oct-18,14 46 07.85
2077-Oct-19,14 49 22.21
2077-Oct-20,14 52 36.45
2077-Oct-21,14 55 50.55
2077-Oct-22,14 59 04.51
2077-Oct-23,15 02 18.35
2077-Oct-24,15 05 32.05
2077-Oct-25,15 08 45.61
2077-Oct-26,15 11 59.04
2077-Oct-27,15 15 12.34
2077-Oct-28,15 18 25.50
2077-Oct-29,15 21 38.52
2077-Oct-30,15 24 51.41
2077-Oct-31,15 28 04.16
2077-Nov-01,15 31 16.77
2077-Nov-02,15 34 29.26
2077-Nov-03,15 37 41.60
2077-Nov-04,15 40 53.82
2077-Nov-05,15 44 05.90
2077-Nov-06,15 47 17.85
2077-Nov-07,15 50 29.66
2077-Nov-08,15 53 41.34
2077-Nov-09,15 56 52.87
2077-Nov-10,16 00 04.25
2077-Nov-11,16 03 15.49
2077-Nov-12,16 06 26.57
2077-Nov-13,16 09 37.49
2077-Nov-14,16 12 48.24
2077-Nov-15,16 15 58.83
2077-Nov-16,16 19 09.24
2077-Nov-17,16 22 19.47
2077-Nov-18,16 25 29.51
2077-Nov-19,16 28 39.35
2077-Nov-20,16 31 48.99
2077-Nov-21,16 34 58.42
2077-Nov-22,16 38 07.63
2077-Nov-23,16 41 16.61
2077-Nov-24,16 44 25.37
2077-Nov-25,16 47 33.89
2077-Nov-26,16 50 42.16
2077-Nov-27,16 53 50.18
2077-Nov-28,16 56 57.95
2077-Nov-29,17 00 05.46
2077-Nov-30,17 03 12.71
2077-Dec-01,17 06 19.69
2077-Dec-02,17 09 26.40
2077-Dec-03,17 12 32.83
2077-Dec-04,17 15 38.99
2077-Dec-05,17 18 44.85
2077-Dec-06,17 21 50.43
2077-Dec-07,17 24 55.71
2077-Dec-08,17 28 00.69
2077-Dec-09,17 31 05.35
2077-Dec-10,17 34 09.70
2077-Dec-11,17 37 13.73
2077-Dec-12,17 40 17.42
2077-Dec-13,17 43 20.78
2077-Dec-14,17 46 23.79
2077-Dec-15,17 49 26.45
2077-Dec-16,17 52 28.75
2077-Dec-17,17 55 30.67
2077-Dec-18,17 58 32.22
2077-Dec-19,18 01 33.38
2077-Dec-20,18 04 34.15
2077-Dec-21,18 07 34.52
2077-Dec-22,18 10 34.49
2077-Dec-23,18 13 34.03
2077-Dec-24,18 16 33.16
2077-Dec-25,18 19 31.87
2077-Dec-26,18 22 30.14
2077-Dec-27,18 25 27.98
2077-Dec-28,18 28 25.39
2077-Dec-29,18 31 22.36
2077-Dec-30,18 34 18.88
2077-Dec-31,18 37 14.96
2078-Jan-01,18 40 10.60
2078-Jan-02,18 43 05.78
2078-Jan-03,18 46 00.52
2078-Jan-04,18 48 54.80
2078-Jan-05,18 51 48.62
2078-Jan-06,18 54 41.98
2078-Jan-07,18 57 34.87
2078-Jan-08,19 00 27.30
2078-Jan-09,19 03 19.25
2078-Jan-10,19 06 10.73
2078-Jan-11,19 09 01.73
2078-Jan-12,19 11 52.25
2078-Jan-13,19 14 42.28
2078-Jan-14,19 17 31.81
2078-Jan-15,19 20 20.86
2078-Jan-16,19 23 09.40
2078-Jan-17,19 25 57.44
2078-Jan-18,19 28 44.97
2078-Jan-19,19 31 32.00
2078-Jan-20,19 34 18.51
2078-Jan-21,19 37 04.52
2078-Jan-22,19 39 50.00
2078-Jan-23,19 42 34.98
2078-Jan-24,19 45 19.44
2078-Jan-25,19 48 03.39
2078-Jan-26,19 50 46.84
2078-Jan-27,19 53 29.77
2078-Jan-28,19 56 12.20
2078-Jan-29,19 58 54.13
2078-Jan-30,20 01 35.55
2078-Jan-31,20 04 16.48
2078-Feb-01,20 06 56.91
2078-Feb-02,20 09 36.84
2078-Feb-03,20 12 16.28
2078-Feb-04,20 14 55.23
2078-Feb-05,20 17 33.69
2078-Feb-06,20 20 11.66
2078-Feb-07,20 22 49.14
2078-Feb-08,20 25 26.14
2078-Feb-09,20 28 02.65
2078-Feb-10,20 30 38.68
2078-Feb-11,20 33 14.23
2078-Feb-12,20 35 49.29
2078-Feb-13,20 38 23.87
2078-Feb-14,20 40 57.98
2078-Feb-15,20 43 31.60
2078-Feb-16,20 46 04.74
2078-Feb-17,20 48 37.40
2078-Feb-18,20 51 09.59
2078-Feb-19,20 53 41.31
2078-Feb-20,20 56 12.56
2078-Feb-21,20 58 43.35
2078-Feb-22,21 01 13.69
2078-Feb-23,21 03 43.57
